pay_yr,consume_large_area_name,members,amt,arpu,freq,qty,auv,upt,members_ly,members_growth_rate,amt_ly,amt_growth_rate,stores,stores_traffic,member_cnt_first,member_cnt_ttl,effective_new_pct,total_amt,new_cust_amt,new_cust_amt_pct,old_cust_amt,old_cust_amt_pct,last_year_total,retained_cnt,retention_rate
2024,可隆-东北,47868,185060994.71,4050.3535,1.661032,2.861307,1415.560705,1.802901,34843.0,0.37381970553626265,153700649.93,0.20403521256600055,19,2519.368421,25232,47868,0.527116,185060994.71,83930342.81,0.453528,101130651.9,0.546472,34843.0,9622.71,0.2761734431256747
2024,可隆-华东,46276,203761017.46,4280.8115,2.0174,3.905056,1096.222726,1.914333,54876.0,-0.1567169618776879,171421808.62,0.1886528272005814,20,2313.8,23250,46276,0.50242,203761017.46,111495991.14,0.54719,92265026.32,0.45281,54876.0,13426.42,0.24466830653881302
2024,可隆-华北,60273,237674867.04,3872.3509,1.913384,3.828369,1011.488407,2.277273,37717.0,0.5980327173423126,132435384.18,0.7946477711497659,21,2870.142857,31532,60273,0.523153,237674867.04,130758016.48,0.550155,106916850.56,0.449845,37717.0,7569.85,0.20070123853199123
2024,可隆-华南,39428,240215173.68,5315.6496,2.049206,3.812709,1394.192443,1.791604,36551.0,0.07871193674591659,123556335.12,0.944175290135459,17,2319.294118,20679,39428,0.524475,240215173.68,116215620.6,0.483798,123999553.08,0.516202,36551.0,9005.24,0.2463746300283031
2024,可隆-华西,33274,158582610.31,4610.3288,1.583187,3.00575,1533.836287,1.869124,36364.0,-0.08497415025849742,105697355.98,0.5003460478236268,15,2218.266667,18727,33274,0.562812,158582610.31,76739076.62,0.483906,81843533.69,0.516094,36364.0,7268.1,0.19987080652977574
2024,可隆-安徽,38150,154461416.76,4610.7572,1.218962,2.294105,2009.828493,1.730233,34380.0,0.10965677719604416,118807957.7,0.30009319030656134,13,2934.615385,18933,38150,0.496278,154461416.76,56942819.13,0.368654,97518597.63,0.631346,34380.0,8175.22,0.23778997204932567
2024,可隆-山西,26256,121927917.61,4801.1318,1.378194,2.632352,1823.894278,1.822851,28035.0,-0.06345639379347245,74371535.84,0.6394433197172493,11,2386.909091,11840,26256,0.450945,121927917.61,51492476.24,0.422319,70435441.37,0.577681,28035.0,5975.6,0.2131479349367351
2024,可隆-新疆,16481,47909933.36,3135.5906,1.540044,3.068107,1021.995284,2.209273,15595.0,0.056813081115742126,53028992.0,-0.09653320659008569,6,2746.833333,9140,16481,0.554578,47909933.36,24848966.04,0.51866,23060967.32,0.48134,15595.0,3823.45,0.24517125342260335
2024,可隆-电商,64668,261208909.73,3400.9283,1.689908,3.313527,1026.376987,2.41392,79671.0,-0.1883119328237376,305442335.32,-0.14481759885596202,1,64668.0,32123,64668,0.496737,261208909.73,131671232.05,0.504084,129537677.68,0.495916,79671.0,22282.25,0.27967824947708014
2024,可隆-线下山,17009,124029174.41,5650.473,1.386767,2.141304,2638.800176,1.874742,16714.0,0.017649874356826523,51596508.11,1.4038288433313904,7,2429.857143,8585,17009,0.504733,124029174.41,53532107.94,0.431609,70497066.47,0.568391,16714.0,3772.65,0.22571773779467547
2024,可隆-西北,32855,171495194.2,5096.1787,1.636009,2.795242,1823.161591,1.66828,27527.0,0.19355541831656198,95219022.24,0.8010602310927488,11,2986.818182,18159,32855,0.552701,171495194.2,111243444.63,0.648668,60251749.57,0.351332,27527.0,5689.52,0.20668878085701828
2024,可隆-青海,8333,33398613.71,4046.1339,1.436269,2.490663,1624.520781,1.576285,6088.0,0.3687582128777924,22284436.2,0.498741696233715,1,8333.0,4378,8333,0.525381,33398613.71,17848920.54,0.534421,15549693.17,0.465579,6088.0,1824.85,0.29974545977845884
2025,可隆-东北,40850,205013216.66,4579.0889,2.110313,3.56551,1284.273211,1.645414,47868.0,-0.14661151499958214,185060994.71,0.10781430188066454,18,2269.444444,19565,40850,0.478947,205013216.66,93891132.91,0.457976,111122083.75,0.542024,47868.0,8147.18,0.17020088932848348
2025,可隆-华东,71269,314905877.71,4246.3239,1.427523,2.605115,1629.994578,1.77697,46276.0,0.5400855735154291,203761017.46,0.5454667513712168,23,3098.652174,38702,71269,0.543041,314905877.71,168947633.2,0.536502,145958244.51,0.463498,46276.0,11463.82,0.24772706810925857
2025,可隆-华北,54518,279923706.75,5048.9011,1.764194,3.51026,1438.326876,1.999292,60273.0,-0.0954822225540457,237674867.04,0.17775897063146195,23,2370.347826,29880,54518,0.548076,279923706.75,149294229.83,0.533339,130629476.92,0.466661,60273.0,16800.48,0.2787397374314668
2025,可隆-华南,50825,203951026.16,4271.8994,2.190497,4.869954,877.195006,2.292671,39428.0,0.28905853708024765,240215173.68,-0.1509652657009457,21,2420.238095,23775,50825,0.467782,203951026.16,99532179.79,0.48802,104418846.37,0.51198,39428.0,12823.07,0.32522756559558735
2025,可隆-华西,39225,188658984.74,4523.9245,1.835632,2.702636,1673.893207,1.639258,33274.0,0.1788483500631124,158582610.31,0.18965745595438355,20,1961.25,18491,39225,0.471409,188658984.74,89608867.25,0.474978,99050117.49,0.525022,33274.0,7002.3,0.21044348743396235
2025,可隆-安徽,30978,138947113.72,4524.602,1.741543,3.177454,1423.970864,1.805878,38150.0,-0.1879947575360419,154461416.76,-0.10044128407876707,12,2581.5,15738,30978,0.508038,138947113.72,72952792.59,0.52504,65994321.13,0.47496,38150.0,8667.92,0.22720626528996005
2025,可隆-山西,36499,90891737.52,2543.3391,1.677893,3.267427,778.391974,2.000618,26256.0,0.39012035344302265,121927917.61,-0.2545453141361167,14,2607.071429,15737,36499,0.431162,90891737.52,36247170.46,0.398795,54644567.06,0.601205,26256.0,7173.01,0.273194977229043
2025,可隆-新疆,23770,104503760.05,4647.2952,1.912157,3.499642,1327.934412,1.842184,16481.0,0.44226685273951816,47909933.36,1.1812545482947838,8,2971.25,11352,23770,0.477577,104503760.05,45036940.43,0.43096,59466819.62,0.56904,16481.0,3667.2,0.2225106824729286
2025,可隆-电商,62599,292155598.86,4105.8807,2.01601,4.092613,1003.241738,2.341872,64668.0,-0.03199418568689305,261208909.73,0.11847486045551903,1,62599.0,29044,62599,0.463969,292155598.86,150504541.06,0.515152,141651057.8,0.484848,64668.0,15854.13,0.24516189329939625
2025,可隆-线下山,30245,140464992.94,4293.1328,1.472158,2.563875,1674.470351,2.013597,17009.0,0.7781762596272561,124029174.41,0.1325157456556838,7,4320.714286,12141,30245,0.401422,140464992.94,61283612.23,0.436291,79181380.71,0.563709,17009.0,3682.03,0.21647534425005993
2025,可隆-西北,24820,139205251.26,5549.1451,1.39255,3.034569,1828.643868,2.12001,32855.0,-0.24455942778876882,171495194.2,-0.1882848268176135,12,2068.333333,11872,24820,0.478324,139205251.26,70035971.58,0.503113,69169279.68,0.496887,32855.0,8615.92,0.26224069289084756
2025,可隆-青海,12521,73566339.58,4887.6452,1.688057,3.734369,1308.827589,2.347386,8333.0,0.5025801032041282,33398613.71,1.2026764409677648,3,4173.666667,5405,12521,0.431675,73566339.58,28866401.72,0.392386,44699937.86,0.607614,8333.0,1634.84,0.19618842981372564
2026,可隆-东北,48123,251498901.56,4542.9475,1.522357,2.590465,1753.719094,1.757776,40850.0,0.17804161566707477,205013216.66,0.2267448199551605,17,2830.764706,16221,48123,0.337074,251498901.56,81780652.32,0.325173,169718249.24,0.674827,40850.0,9986.61,0.2444701978713541
2026,可隆-华东,79203,306824929.88,4733.0567,1.805847,3.617361,1308.428203,2.294055,71269.0,0.11132469937841138,314905877.71,-0.025661470305872847,18,4400.166667,29725,79203,0.375301,306824929.88,125780732.23,0.409943,181044197.65,0.590057,71269.0,18753.14,0.2631317850868195
2026,可隆-华北,58792,195106592.36,3412.8839,2.114709,4.183707,815.755925,2.13077,54518.0,0.07839612605011181,279923706.75,-0.3030008260991992,24,2449.666667,23614,58792,0.401653,195106592.36,74023441.14,0.3794,121083151.22,0.6206,54518.0,16093.35,0.29519330896349194
2026,可隆-华南,69370,330070224.41,4683.0146,1.841568,3.620634,1293.423907,1.810658,50825.0,0.36487948844072804,203951026.16,0.6183798170795143,24,2890.416667,28322,69370,0.408274,330070224.41,147750324.76,0.447633,182319899.65,0.552367,50825.0,13669.47,0.26895170401316215
2026,可隆-华西,49903,248652911.89,5219.877,1.557122,2.902278,1798.544879,2.130535,39225.0,0.2722243467176546,188658984.74,0.31800196122480195,19,2626.473684,24826,49903,0.497485,248652911.89,122528198.09,0.492768,126124713.8,0.507232,39225.0,9448.99,0.24089209403691786
2026,可隆-安徽,35347,201990300.2,5111.0696,1.792514,4.003808,1276.552017,2.387851,30978.0,0.14103557363290076,138947113.72,0.45372073440144867,14,2524.785714,16409,35347,0.464226,201990300.2,93830958.13,0.464532,108159342.07,0.535468,30978.0,9402.02,0.30350645974069873
2026,可隆-山西,41924,191250452.58,4376.3868,1.349225,3.285442,1332.054142,2.352673,36499.0,0.14863420915641523,90891737.52,1.1041566351167718,16,2620.25,15995,41924,0.381524,191250452.58,80641135.83,0.421652,110609316.75,0.578348,36499.0,10167.86,0.27857907556201367
2026,可隆-新疆,26739,136807260.34,5052.0932,1.840427,3.735339,1352.512455,1.902764,23770.0,0.12490534286916288,104503760.05,0.3091132823789722,7,3819.857143,10926,26739,0.408617,136807260.34,52777641.7,0.385781,84029618.64,0.614219,23770.0,6623.38,0.2786445187493105
2026,可隆-电商,83981,319857662.47,3531.0639,1.281777,2.459836,1435.487593,1.834163,62599.0,0.3415709516126455,292155598.86,0.09481955409410014,1,83981.0,33905,83981,0.403722,319857662.47,116828331.07,0.365251,203029331.4,0.634749,62599.0,17823.24,0.2847209018243676
2026,可隆-线下山,20728,72319724.09,3482.4702,1.276604,2.120329,1642.419389,1.795812,30245.0,-0.31466358075714995,140464992.94,-0.4851405850218383,7,2961.142857,9219,20728,0.444761,72319724.09,27492704.71,0.380155,44827019.38,0.619845,30245.0,8982.88,0.2970038768920731
2026,可隆-西北,43737,172966369.82,3643.847,1.437719,2.374304,1534.700778,1.730573,24820.0,0.7621676067687349,139205251.26,0.24252762201436506,9,4859.666667,18978,43737,0.433912,172966369.82,71379069.63,0.412676,101587300.19,0.587324,24820.0,8150.62,0.32838906519748673
2026,可隆-青海,12176,57715458.53,4244.3812,1.904657,3.49922,1212.950493,1.816035,12521.0,-0.027553709767590417,73566339.58,-0.21546377243308257,5,2435.2,5204,12176,0.427398,57715458.53,25066747.09,0.434316,32648711.44,0.565684,12521.0,2844.3,0.2271625777603959
